,Name,Year,Age,Tm,Pos,No.,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Int,PD,FF,FR,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,Ret,Rt,Y/Rt,APYd,Player ID,QBrec,Cmp,Cmp%,TD%,Int%,AY/A,Y/C,Rate,Sk%,NY/A,ANY/A,4QC,GWD,FGA,FGM,FGA.1,FGM.1,FGA.2,FGM.2,FGA.3,FGM.3,FGA.4,FGM.4,FGA.5,FGM.5,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Y/P,RetYds,Net,NY/P,In20,In20%,Blck,QBR
8742,ArDarius Stewart,2017.0,24.0,NYJ,WR,18.0,15,2,13,6,27,13.7,0,2,57.1,11,0.4,1.8,46.2%,6.3,7,82,0,2,23.1,46,3.9,5.5,0.5,13,8.4,109,0,0.0,1,,,,,,,,,,,,,,,,,23348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8743,Joe Stewart,1978.0,23.0,OAK,WR,80.0,16,0.0,,,,,0,,,,,,,,,120,0,,,56,,,,,,,,,0,,,,,,,,,,,,,,4.0,30.0,120.0,23360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8744,Joe Stewart,1979.0,24.0,OAK,WR,80.0,3,0.0,,,,,0,,,,,,,,,63,0,,,53,,,,,,,,,0,,,,,,,,,,,,,,2.0,31.5,66.0,23360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8745,Dave Stief,1978.0,22.0,STL,WR,84.0,15,3,,24.0,477.0,19.9,4,,,55.0,1.6,31.8,,,1.0,-8.0,0,,,-8.0,-8.0,-0.5,0.1,25.0,18.8,469.0,4,0.0,3,,,,,,,,,,,,,,,,,23381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8746,Dave Stief,1979.0,23.0,STL,WR,84.0,16,4,,22.0,324.0,14.7,0,,,32.0,1.4,20.3,,,,,0,,,,,,,22.0,14.7,324.0,0,2.0,3,,,,,,,,,,,,,,,,,23381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8747,Dave Stief,1980.0,24.0,STL,WR,84.0,16,2,,16.0,165.0,10.3,0,,,23.0,1.0,10.3,,,,,0,,,,,,,16.0,10.3,165.0,0,0.0,1,,,,,,,,,,,,,,,,,23381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8748,Dave Stief,1981.0,25.0,STL,WR,84.0,12,0,,5.0,77.0,15.4,1,,,29.0,0.4,6.4,,,1.0,8.0,0,,,8.0,8.0,0.7,0.1,6.0,14.2,85.0,1,0.0,1,,,,,,,,,,,,,,,,,23381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8749,Dave Stief,1982.0,26.0,STL,FS,21.0,9,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,23381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8750,Dave Stief,1983.0,27.0,WAS,WR,83.0,3,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,23381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8751,Bryan Still,1996.0,22.0,SDG,WR,80.0,16,0,19,6,142,23.7,0,3,31.6,56,0.4,8.9,31.6%,7.5,,,0,,,,,,,6,23.7,142,0,2.0,1,,,,,,,,,,,,,,,,,23387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8752,Bryan Still,1997.0,23.0,SDG,WR,80.0,15,4,44,24,324,13.5,0,16,45.5,39,1.6,21.6,54.5%,7.4,,,0,,,,,,,24,13.5,324,0,0.0,2,,,,,,,,,,,,,,,,,23387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8753,Bryan Still,1998.0,24.0,SDG,WR,80.0,14,9,79,43,605,14.1,2,31,44.3,67,3.1,43.2,54.4%,7.7,,,0,,,,,,,43,14.1,605,2,0.0,4,,,,,,,,,,,,,,,,,23387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8754,Bryan Still,1999.0,25.0,2TM,WR,,7,1,25,10,110,11.0,0,14,32.0,28,1.4,15.7,40.0%,4.4,,,0,,,,,,,10,11.0,110,0,0.0,1,,,,,,,,,,,,,,,,,23387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8755,Kenny Stills,2013.0,21.0,NOR,WR,84.0,16,10,50,32,641,20.0,5,24,60.0,76,2.0,40.1,64.0%,12.8,3.0,10.0,0,0.0,33.3,4.0,3.3,0.6,0.2,35,18.6,651,5,0.0,6,,,,,,,,,,,,,,,,,23394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8756,Kenny Stills,2014.0,22.0,NOR,WR,84.0,15,7,83,63,931,14.8,3,47,72.3,69,4.2,62.1,75.9%,11.2,1.0,-2.0,0,0.0,0.0,-2.0,-2.0,-0.1,0.1,64,14.5,929,3,1.0,8,,,,,,,,,,,,,,,,,23394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8757,Kenny Stills,2015.0,23.0,MIA,WR,10.0,16,8,63,27,440,16.3,3,18,36.5,47,1.7,27.5,42.9%,7.0,,,0,,,,,,,27,16.3,440,3,0.0,3,,,,,,,,,,,,,,,,,23394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8758,Kenny Stills,2016.0,24.0,MIA,WR,10.0,16,16,81,42,726,17.3,9,30,45.7,74,2.6,45.4,51.9%,9.0,,,0,,,,,,,42,17.3,726,9,0.0,6,,,,,,,,,,,,,,,,,23394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8759,Kenny Stills,2017.0,25.0,MIA,WR,10.0,16,16,105,58,847,14.6,6,36,50.5,61,3.6,52.9,55.2%,8.1,,,0,,,,,,,58,14.6,847,6,4.0,6,,,,,,,,,,,,,,,,,23394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8760,Kenny Stills,2018.0,26.0,MIA,WR,10.0,15,15,64,37,553,14.9,6,27,53.1,75,2.5,36.9,57.8%,8.6,,,0,,,,,,,37,14.9,553,6,1.0,4,,,,,,,,,,,,,,,,,23394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8761,Kenny Stills,2019.0,27.0,HOU,WR,12.0,13,5,55,40,561,14.0,4,27,58.2,45,3.1,43.2,72.7%,10.2,,,0,,,,,,,40,14.0,561,4,0.0,5,,,,,,,,,,,,,,,,,23394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8762,Kenny Stills,2020.0,28.0,HOU,WR,12.0,10,0,19,11,144,13.1,1,8,42.1,24,1.1,14.4,57.9%,7.6,,,0,,,,,,,11,13.1,144,1,0.0,1,,,,,,,,,,,,,,,,,23394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8763,Kenny Stills,2021.0,29.0,NOR,WR,12.0,13,4,23,6,68,11.3,1,4,26.1,22,0.5,5.2,26.1%,3.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0.1,0.1,7,9.9,69,1,0.0,1,,,,,,,,,,,,,,,,,23394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8764,Darryl Stingley,1973.0,22.0,NWE,WR,84.0,14,10,,23,339,14.7,2,,,25,1.6,24.2,,,6,64,0,,,19,10.7,4.6,0.4,29,13.9,403,2,1,4,,,,,,,,,,,,,,,,,23401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8765,Darryl Stingley,1974.0,23.0,NWE,WR,84.0,5,2,,10,139,13.9,1,,,20,2.0,27.8,,,5,63,1,,,23,12.6,12.6,1.0,15,13.5,202,2,0,3,,,,,,,,,,,,,,,,,23401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8766,Darryl Stingley,1975.0,24.0,NWE,WR,84.0,14,14,,21,378,18.0,2,,,45,1.5,27.0,,,6,39,0,,,21,6.5,2.8,0.4,27,15.4,417,2,2,4,,,,,,,,,,,,,,,,,23401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8767,Darryl Stingley,1976.0,25.0,NWE,WR,84.0,13,13,,17,370,21.8,4,,,58,1.3,28.5,,,8,45,0,,,27,5.6,3.5,0.6,25,16.6,415,4,1,7,,,,,,,,,,,,,,,,,23401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8768,Darryl Stingley,1977.0,26.0,NWE,WR,84.0,14,14,,39,657,16.8,5,,,68,2.8,46.9,,,3,33,1,,,34,11.0,2.4,0.2,42,16.4,690,6,0,11,,,,,,,,,,,,,,,,,23401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8769,Mark Stock,1989.0,23.0,PIT,WR,80.0,8,0.0,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,74.0,23415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8770,Mark Stock,1993.0,27.0,WAS,WR,84.0,3,0.0,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0.0,23415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8771,Mark Stock,1996.0,30.0,IND,WR,10.0,14,0.0,,,13.0,2.6,0,,,9.0,,,,,,254.0,0,,,28.0,,,,,,,,,0,,,,,,,,,,,,,5.0,12.0,21.2,291.0,23415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8772,J.J. Stokes,1995.0,23.0,SFO,WR,83.0,12,2,52,38,517,13.6,4,,,41,3.2,43.1,73.1%,9.9,,,0,,,,,,,38,13.6,517,4,0.0,5,,,,,,,,,,,,,,,,,23434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8773,J.J. Stokes,1996.0,24.0,SFO,WR,83.0,6,6,39,18,249,13.8,0,,,40,3.0,41.5,46.2%,6.4,,,0,,,,,,,18,13.8,249,0,0.0,3,,,,,,,,,,,,,,,,,23434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8774,J.J. Stokes,1997.0,25.0,SFO,WR,83.0,16,16,80,58,733,12.6,4,,,36,3.6,45.8,72.5%,9.2,,,0,,,,,,,58,12.6,733,4,1.0,8,,,,,,,,,,,,,,,,,23434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8775,J.J. Stokes,1998.0,26.0,SFO,WR,83.0,16,11,93,63,770,12.2,8,48.0,61.3,33,3.9,48.1,67.7%,8.3,,,0,,,,,,,63,12.2,770,8,0.0,8,,,,,,,,,,,,,,,,,23434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8776,J.J. Stokes,1999.0,27.0,SFO,WR,83.0,16,4,78,34,429,12.6,3,20.0,34.6,47,2.1,26.8,43.6%,5.5,,,0,,,,,,,34,12.6,429,3,1.0,4,,,,,,,,,,,,,,,,,23434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8777,J.J. Stokes,2000.0,28.0,SFO,WR,83.0,16,3,53,30,524,17.5,3,26.0,52.8,53,1.9,32.8,56.6%,9.9,1.0,6.0,0,0.0,100.0,6.0,6.0,0.4,0.1,31,17.1,530,3,0.0,6,,,,,,,,,,,,,,,,,23434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8778,J.J. Stokes,2001.0,29.0,SFO,WR,83.0,16,16,90,54,585,10.8,7,33.0,48.9,47,3.4,36.6,60.0%,6.5,,,0,,,,,,,54,10.8,585,7,0.0,8,,,,,,,,,,,,,,,,,23434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8779,J.J. Stokes,2002.0,30.0,SFO,WR,83.0,13,8,55,32,332,10.4,1,17.0,40.0,51,2.5,25.5,58.2%,6.0,,,0,,,,,,,32,10.4,332,1,0.0,4,,,,,,,,,,,,,,,,,23434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8780,J.J. Stokes,2003.0,31.0,2TM,WR,,7,3,19,15,154,10.3,0,12.0,57.9,31,2.1,22.0,78.9%,8.1,,,0,,,,,,,15,10.3,154,0,0.0,1,,,,,,,,,,,,,,,,,23434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8781,Sims Stokes,1967.0,23.0,DAL,WR,31.0,3,0.0,,,,,0,,,,,,,,,92,0,,,35,,,,,,,,,0,,,,,,,,,,,,,,4.0,23.0,92.0,23436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8782,Brandon Stokley,1999.0,23.0,BAL,WR,14.0,2,0,8,1,28,28.0,1,1.0,12.5,28,0.5,14.0,12.5%,3.5,,,0,,,,,,,1,28.0,28,1,0.0,0,,,,,,,,,,,,,,,,,23438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8783,Brandon Stokley,2000.0,24.0,BAL,WR,80.0,7,1,17,11,184,16.7,2,10.0,64.7,32,1.6,26.3,64.7%,10.8,1.0,6.0,0,1.0,100.0,6.0,6.0,0.9,0.1,12,15.8,190,2,0.0,2,,,,,,,,,,,,,,,,,23438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8784,Brandon Stokley,2001.0,25.0,BAL,WR,80.0,16,5,46,24,344,14.3,2,16.0,43.5,46,1.5,21.5,52.2%,7.5,1.0,1.0,0,0.0,0.0,1.0,1.0,0.1,0.1,25,13.8,345,2,1.0,3,,,,,,,,,,,,,,,,,23438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8785,Brandon Stokley,2002.0,26.0,BAL,WR,80.0,8,5,52,24,357,14.9,2,16.0,42.3,35,3.0,44.6,46.2%,6.9,6.0,31.0,0,1.0,83.3,14.0,5.2,3.9,0.8,30,12.9,388,2,1.0,3,,,,,,,,,,,,,,,,,23438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8786,Brandon Stokley,2003.0,27.0,IND,WR,83.0,6,3,32,22,211,9.6,3,11.0,62.5,37,3.7,35.2,68.8%,6.6,,,0,,,,,,,22,9.6,211,3,0.0,3,,,,,,,,,,,,,,,,,23438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8787,Brandon Stokley,2004.0,28.0,IND,WR,83.0,16,3,102,68,1077,15.8,10,54.0,61.8,69,4.3,67.3,66.7%,10.6,,,0,,,,,,,68,15.8,1077,10,1.0,13,,,,,,,,,,,,,,,,,23438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8788,Brandon Stokley,2005.0,29.0,IND,WR,83.0,15,4,67,41,543,13.2,1,29.0,52.2,45,2.7,36.2,61.2%,8.1,,,0,,,,,,,41,13.2,543,1,0.0,7,,,,,,,,,,,,,,,,,23438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8789,Brandon Stokley,2006.0,30.0,IND,WR,83.0,4,1,11,8,85,10.6,1,3.0,54.5,23,2.0,21.3,72.7%,7.7,,,0,,,,,,,8,10.6,85,1,0.0,1,,,,,,,,,,,,,,,,,23438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8790,Brandon Stokley,2007.0,31.0,DEN,WR,14.0,13,9,71,40,635,15.9,5,34.0,53.5,58,3.1,48.8,56.3%,8.9,1.0,-6.0,0,0.0,0.0,-6.0,-6.0,-0.5,0.1,41,15.3,629,5,0.0,6,,,,,,,,,,,,,,,,,23438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8791,Brandon Stokley,2008.0,32.0,DEN,WR,14.0,15,2,86,49,528,10.8,3,35.0,53.5,36,3.3,35.2,57.0%,6.1,,,0,,,,,,,49,10.8,528,3,0.0,5,,,,,,,,,,,,,,,,,23438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8792,Brandon Stokley,2009.0,33.0,DEN,WR,14.0,16,2,33,19,327,17.2,4,15.0,45.5,87,1.2,20.4,57.6%,9.9,,,0,,,,,,,19,17.2,327,4,0.0,2,,,,,,,,,,,,,,,,,23438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8793,Brandon Stokley,2010.0,34.0,SEA,WR,15.0,11,0,43,31,354,11.4,0,22.0,60.5,36,2.8,32.2,72.1%,8.2,,,0,,,,,,,31,11.4,354,0,0.0,3,,,,,,,,,,,,,,,,,23438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8794,Brandon Stokley,2011.0,35.0,NYG,WR,84.0,2,0,3,1,7,7.0,0,,,7,0.5,3.5,33.3%,2.3,,,0,,,,,,,1,7.0,7,0,0.0,0,,,,,,,,,,,,,,,,,23438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8795,Brandon Stokley,2012.0,36.0,DEN,WR,14.0,15,9,58,45,544,12.1,5,30.0,70.7,38,3.0,36.3,77.6%,9.4,,,0,,,,,,,45,12.1,544,5,0.0,5,,,,,,,,,,,,,,,,,23438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8796,Brandon Stokley,2013.0,37.0,BAL,WR,80.0,6,0,21,13,115,8.8,0,8.0,42.9,18,2.2,19.2,61.9%,5.5,,,0,,,,,,,13,8.8,115,0,0.0,1,,,,,,,,,,,,,,,,,23438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8797,Dwight Stone,1987.0,23.0,PIT,RB,20.0,14,0,,1.0,22.0,22.0,0,,,22.0,0.1,1.6,,,17.0,135.0,0,,,51.0,7.9,9.6,1.2,18.0,8.7,157.0,0,0.0,1,,,,,,,,,,,,,,,,,23448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8798,Dwight Stone,1988.0,24.0,PIT,RB,20.0,16,6,,11.0,196.0,17.8,1,,,72.0,0.7,12.3,,,40.0,127.0,0,,,11.0,3.2,7.9,2.5,51.0,6.3,323.0,1,5.0,4,,,,,,,,,,,,,,,,,23448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8799,Dwight Stone,1989.0,25.0,PIT,WR,20.0,16,8,,7.0,92.0,13.1,0,,,16.0,0.4,5.8,,,10.0,53.0,0,,,32.0,5.3,3.3,0.6,17.0,8.5,145.0,0,2.0,1,,,,,,,,,,,,,,,,,23448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8800,Dwight Stone,1990.0,26.0,PIT,WR,20.0,16,2,,19.0,332.0,17.5,1,,,90.0,1.2,20.8,,,2.0,-6.0,0,,,10.0,-3.0,-0.4,0.1,21.0,15.5,326.0,1,1.0,3,,,,,,,,,,,,,,,,,23448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8801,Dwight Stone,1991.0,27.0,PIT,WR,20.0,16,8,,32.0,649.0,20.3,5,,,89.0,2.0,40.6,,,1.0,2.0,0,,,2.0,2.0,0.1,0.1,33.0,19.7,651.0,5,0.0,6,,,,,,,,,,,,,,,,,23448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8802,Dwight Stone,1992.0,28.0,PIT,WR,20.0,15,12,68.0,34.0,501.0,14.7,3,,,49.0,2.3,33.4,50.0%,7.4,12.0,118.0,0,,,30.0,9.8,7.9,0.8,46.0,13.5,619.0,3,0.0,6,,,,,,,,,,,,,,,,,23448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8803,Dwight Stone,1993.0,29.0,PIT,WR,20.0,16,15,81.0,41.0,587.0,14.3,2,,,44.0,2.6,36.7,50.6%,7.2,12.0,121.0,1,,,38.0,10.1,7.6,0.8,53.0,13.4,708.0,3,2.0,6,,,,,,,,,,,,,,,,,23448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8804,Dwight Stone,1994.0,30.0,PIT,WR,20.0,15,1,10.0,7.0,81.0,11.6,0,5.0,50.0,25.0,0.5,5.4,70.0%,8.1,2.0,7.0,0,2.0,100.0,4.0,3.5,0.5,0.1,9.0,9.8,88.0,0,0.0,1,,,,,,,,,,,,,,,,,23448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8805,Dwight Stone,1995.0,31.0,CAR,WR,80.0,16,0,2.0,0.0,0.0,,0,,,0.0,0.0,0.0,0.0%,0.0,1.0,3.0,0,,,3.0,3.0,0.2,0.1,1.0,3.0,3.0,0,0.0,0,,,,,,,,,,,,,,,,,23448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8806,Dwight Stone,1996.0,32.0,CAR,WR,80.0,16,0,3.0,1.0,11.0,11.0,0,1.0,33.3,11.0,0.1,0.7,33.3%,3.7,1.0,6.0,0,1.0,100.0,6.0,6.0,0.4,0.1,2.0,8.5,17.0,0,0.0,0,,,,,,,,,,,,,,,,,23448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8807,Dwight Stone,1997.0,33.0,CAR,WR,80.0,16,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0,0.0,0,,,,,,,,,,,,,,,,,23448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8808,Dwight Stone,1998.0,34.0,CAR,WR,80.0,16,0,3.0,1.0,7.0,7.0,0,1.0,33.3,7.0,0.1,0.4,33.3%,2.3,,,0,,,,,,,1.0,7.0,7.0,0,0.0,0,,,,,,,,,,,,,,,,,23448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8809,Dwight Stone,1999.0,35.0,NYJ,WR,83.0,16,0,3.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,2.0,27.0,0,1.0,50.0,36.0,13.5,1.7,0.1,2.0,13.5,27.0,0,3.0,0,,,,,,,,,,,,,,,,,23448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8810,Dwight Stone,2000.0,36.0,NYJ,WR,83.0,12,0,1.0,0.0,0.0,,0,,,0.0,0.0,0.0,0.0%,0.0,3.0,3.0,0,,,9.0,1.0,0.3,0.3,3.0,1.0,3.0,0,1.0,0,,,,,,,,,,,,,,,,,23448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8811,John Stone,2003.0,24.0,OAK,WR,86.0,1,0.0,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,23452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8812,John Stone,2004.0,25.0,OAK,WR,15.0,4,0.0,5.0,3.0,80.0,26.7,0,2.0,60.0,55.0,0.8,20.0,60.0%,16.0,,,0,,,,,,,3.0,26.7,80.0,0,0.0,1,,,,,,,,,,,,,,,,,23452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8813,Dillon Stoner,2021.0,23.0,LVR,WR,16.0,6,0.0,,,,,0,,,,,,,,,0.0,0,,,,,,,,,,,0.0,0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,23461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8814,Maurice Stovall,2006.0,21.0,TAM,WR,85.0,9,2,13.0,7.0,102.0,14.6,0.0,4.0,46.2,27.0,0.8,11.3,53.8%,7.8,2.0,29.0,0.0,2.0,100.0,18.0,14.5,3.2,0.2,9.0,14.6,131.0,0.0,0.0,1,,,,,,,,,,,,,,,,,23481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8815,Maurice Stovall,2007.0,22.0,TAM,WR,85.0,15,1,13.0,10.0,86.0,8.6,1.0,6.0,53.8,13.0,0.7,5.7,76.9%,6.6,,,0.0,,,,,,,10.0,8.6,86.0,1.0,0.0,1,,,,,,,,,,,,,,,,,23481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8816,Maurice Stovall,2008.0,23.0,TAM,WR,85.0,5,0,7.0,3.0,25.0,8.3,0.0,1.0,42.9,9.0,0.6,5.0,42.9%,3.6,,,0.0,,,,,,,3.0,8.3,25.0,0.0,1.0,0,,,,,,,,,,,,,,,,,23481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8817,Maurice Stovall,2009.0,24.0,TAM,WR,85.0,15,7,47.0,24.0,366.0,15.3,1.0,17.0,42.6,38.0,1.6,24.4,51.1%,7.8,,,0.0,,,,,,,24.0,15.3,366.0,1.0,0.0,2,,,,,,,,,,,,,,,,,23481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8818,Maurice Stovall,2010.0,25.0,TAM,WR,85.0,12,1,9.0,7.0,81.0,11.6,1.0,4.0,55.6,38.0,0.6,6.8,77.8%,9.0,,,0.0,,,,,,,7.0,11.6,81.0,1.0,0.0,1,,,,,,,,,,,,,,,,,23481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8819,Maurice Stovall,2011.0,26.0,DET,WR,80.0,15,0,3.0,1.0,8.0,8.0,0.0,1.0,33.3,8.0,0.1,0.5,33.3%,2.7,,,0.0,,,,,,,1.0,8.0,8.0,0.0,0.0,0,,,,,,,,,,,,,,,,,23481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8820,Maurice Stovall,2012.0,27.0,JAX,WR,83.0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,23481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8821,Otto Stowe,1971.0,22.0,MIA,WR,82.0,12,2,,5,68,13.6,1,,,21,0.4,5.7,,,,,0,,,,,,,5,13.6,68,1,0.0,1,,,,,,,,,,,,,,,,,23485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8822,Otto Stowe,1972.0,23.0,MIA,WR,82.0,9,3,,13,276,21.2,2,,,49,1.4,30.7,,,,,0,,,,,,,13,21.2,276,2,0.0,5,,,,,,,,,,,,,,,,,23485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
