,Name,Year,Age,Tm,Pos,No.,G,GS,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Att,Yds.1,TD.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Tgt,1D,Succ%,Ctch%,Y/Tgt,1D.1,Succ%.1,Player ID,Int,PD,FF,FR,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Pts,Pts/G,Ret,Rt,Y/Rt,APYd,FGA.1,FGM.1,FGA.2,FGM.2,FGA.3,FGM.3,FGA.4,FGM.4,FGA.5,FGM.5,FG%,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Y/P,RetYds,Net,NY/P,In20,In20%,Blck
5241,Jeff Thomason,2002.0,33.0,PHI,TE,83.0,16,3,10.0,128.0,12.8,2,24.0,0.6,8.0,,,0,,,,,10.0,12.8,128.0,2,0.0,1,12.0,8.0,83.3,83.3%,10.7,,,24306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5242,Jeff Thomason,2004.0,35.0,PHI,TE,85.0,0,0,,,,0,,,,,,0,,,,,,,,0,0.0,0,,,,,,,,24306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5243,Colin Thompson,2020.0,27.0,CAR,TE,86.0,15,4,1,7,7.0,1,7,0.1,0.5,,,0,,,,,1.0,7.0,7.0,1,0.0,0,2,1.0,50.0,50.0%,3.5,,,24336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5244,Colin Thompson,2021.0,28.0,CAR,TE,86.0,11,2,0,0,,0,0,0.0,0.0,,,0,,,,,,,,0,0.0,0,1,,0.0,0.0%,0.0,,,24336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5245,Craig Thompson,1992.0,23.0,CIN,TE,48.0,16,3,19,194,10.2,2,32,1.2,12.1,,,0,,,,,19,10.2,194,2,0.0,2,28,,,67.9%,6.9,,,24338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5246,Craig Thompson,1993.0,24.0,CIN,TE,48.0,13,0,17,87,5.1,1,10,1.3,6.7,,,0,,,,,17,5.1,87,1,0.0,1,28,,,60.7%,3.1,,,24338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5247,John Thompson,1979.0,22.0,GNB,TE,83.0,16,0.0,,,,0,,,,,,0,,,,,,,,0,0.0,0,,,,,,,,24367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5248,John Thompson,1980.0,23.0,GNB,TE,83.0,7,0.0,,,,0,,,,,,0,,,,,,,,0,,0,,,,,,,,24367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5249,John Thompson,1981.0,24.0,GNB,TE,83.0,2,0.0,,,,0,,,,,,0,,,,,,,,0,,0,,,,,,,,24367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5250,John Thompson,1982.0,25.0,GNB,TE,87.0,9,0.0,2.0,24.0,12.0,2,23.0,0.2,2.7,,,0,,,,,2.0,12.0,24.0,2,0.0,0,,,,,,,,24367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5251,Jordan Thompson,2014.0,25.0,DET,TE,82,2,0,0,0,,0,0,0.0,0.0,,,0,,,,,,,,0,,0,1,,,0.0%,0.0,,,24369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5252,Marty Thompson,1993.0,24.0,DET,TE,81.0,6,2,1,15,15.0,0,15,0.2,2.5,,,0,,,,,1,15.0,15,0,0.0,0,1,,,100.0%,15.0,,,24377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5253,Taylor Thompson,2012.0,23.0,TEN,TE,84.0,16,4,6,46,7.7,0,12,0.4,2.9,,,0,,,,,6,7.7,46,0,0.0,0,14,,,42.9%,3.3,,,24397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5254,Taylor Thompson,2013.0,24.0,TEN,TE,84.0,16,3,3,13,4.3,1,9,0.2,0.8,,,0,,,,,3,4.3,13,1,0.0,0,7,1.0,28.6,42.9%,1.9,,,24397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5255,Taylor Thompson,2014.0,25.0,TEN,TE,84.0,3,1,2,24,12.0,0,13,0.7,8.0,,,0,,,,,2,12.0,24,0,0.0,0,4,2.0,50.0,50.0%,6.0,,,24397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5256,Andy Thorn,2006.0,24.0,DAL,TE,87.0,1,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,24415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5257,James Thornton,1988.0,23.0,CHI,TE,80.0,16,12,15,135,9.0,0,19,0.9,8.4,,,0,,,,,15.0,9.0,135.0,0,1.0,1,,,,,,,,24431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5258,James Thornton,1989.0,24.0,CHI,TE,80.0,16,16,24,392,16.3,3,36,1.5,24.5,1.0,4.0,0,4.0,4.0,0.3,0.1,25.0,15.8,396.0,3,2.0,4,,,,,,,,24431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5259,James Thornton,1990.0,25.0,CHI,TE,80.0,16,16,19,254,13.4,1,32,1.2,15.9,,,0,,,,,19.0,13.4,254.0,1,1.0,3,,,,,,,,24431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5260,James Thornton,1991.0,26.0,CHI,TE,80.0,16,13,17,278,16.4,1,33,1.1,17.4,,,0,,,,,17.0,16.4,278.0,1,1.0,3,,,,,,,,24431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5261,James Thornton,1993.0,28.0,NYJ,TE,80.0,13,6,12,108,9.0,2,22,0.9,8.3,,,0,,,,,12.0,9.0,108.0,2,0.0,1,17.0,,,70.6%,6.4,,,24431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5262,James Thornton,1994.0,29.0,NYJ,TE,80.0,15,5,20,171,8.6,0,25,1.3,11.4,,,0,,,,,20.0,8.6,171.0,0,0.0,1,35.0,7.0,45.7,57.1%,4.9,,,24431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5263,James Thornton,1995.0,30.0,HOU,TE,80.0,4,2,0,0,,0,0,0.0,0.0,,,0,,,,,,,,0,,0,1.0,,,0.0%,0.0,,,24431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5264,D.J. Tialavea,2016.0,25.0,ATL,TE,86.0,2,0.0,1,1,1.0,1,1,0.5,0.5,,,0,,,,,1,1.0,1,1,0.0,0,1,1,100.0,100.0%,1.0,,,24468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5265,John Tice,1983.0,23.0,NOR,TE,82.0,16,1,7.0,33.0,4.7,1,12.0,0.4,2.1,,,0,,,,,7.0,4.7,33.0,1,0.0,0,,,,,,,,24469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5266,John Tice,1984.0,24.0,NOR,TE,82.0,10,0,6.0,55.0,9.2,1,17.0,0.6,5.5,,,0,,,,,6.0,9.2,55.0,1,0.0,0,,,,,,,,24469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5267,John Tice,1985.0,25.0,NOR,TE,82.0,16,9,24.0,266.0,11.1,2,39.0,1.5,16.6,,,0,,,,,24.0,11.1,266.0,2,0.0,2,,,,,,,,24469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5268,John Tice,1986.0,26.0,NOR,TE,82.0,16,13,37.0,330.0,8.9,3,29.0,2.3,20.6,,,0,,,,,37.0,8.9,330.0,3,1.0,3,,,,,,,,24469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5269,John Tice,1987.0,27.0,NOR,TE,82.0,12,8,16.0,181.0,11.3,6,27.0,1.3,15.1,,,0,,,,,16.0,11.3,181.0,6,0.0,2,,,,,,,,24469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5270,John Tice,1988.0,28.0,NOR,TE,82.0,15,12,26.0,297.0,11.4,1,40.0,1.7,19.8,,,0,,,,,26.0,11.4,297.0,1,0.0,3,,,,,,,,24469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5271,John Tice,1989.0,29.0,NOR,TE,82.0,15,2,9.0,98.0,10.9,1,23.0,0.6,6.5,,,0,,,,,9.0,10.9,98.0,1,0.0,1,,,,,,,,24469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5272,John Tice,1990.0,30.0,NOR,TE,82.0,16,4,11.0,113.0,10.3,0,19.0,0.7,7.1,,,0,,,,,11.0,10.3,113.0,0,1.0,1,,,,,,,,24469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5273,John Tice,1991.0,31.0,NOR,TE,82.0,15,7,22.0,230.0,10.5,0,22.0,1.5,15.3,,,0,,,,,22.0,10.5,230.0,0,1.0,2,,,,,,,,24469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5274,John Tice,1992.0,32.0,NOR,TE,82.0,3,1,,,,0,,,,,,0,,,,,,,,0,,0,,,,,,,,24469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5275,Mike Tice,1981.0,22.0,SEA,TE,86.0,16,3,5.0,47.0,9.4,0,14.0,0.3,2.9,,,0,,,,,5.0,9.4,47.0,0,0.0,0,,,,,,,,24470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5276,Mike Tice,1982.0,23.0,SEA,TE,86.0,9,9,9.0,46.0,5.1,0,12.0,1.0,5.1,,,0,,,,,9.0,5.1,46.0,0,0.0,1,,,,,,,,24470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5277,Mike Tice,1983.0,24.0,SEA,TE,86.0,15,1,,,,0,,,,,,0,,,,,,,,0,0.0,0,,,,,,,,24470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5278,Mike Tice,1984.0,25.0,SEA,TE,86.0,16,8,8.0,90.0,11.3,3,30.0,0.5,5.6,,,0,,,,,8.0,11.3,90.0,3,0.0,1,,,,,,,,24470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5279,Mike Tice,1985.0,26.0,SEA,TE,86.0,9,2,2.0,13.0,6.5,0,7.0,0.2,1.4,,,0,,,,,2.0,6.5,13.0,0,0.0,0,,,,,,,,24470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5280,Mike Tice,1986.0,27.0,SEA,TE,86.0,16,15,15.0,150.0,10.0,0,25.0,0.9,9.4,,,0,,,,,15.0,10.0,150.0,0,0.0,2,,,,,,,,24470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5281,Mike Tice,1987.0,28.0,SEA,TE,86.0,12,12,14.0,106.0,7.6,2,27.0,1.2,8.8,,,0,,,,,14.0,7.6,106.0,2,0.0,1,,,,,,,,24470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5282,Mike Tice,1988.0,29.0,SEA,TE,86.0,16,16,29.0,244.0,8.4,0,26.0,1.8,15.3,,,0,,,,,29.0,8.4,244.0,0,1.0,3,,,,,,,,24470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5283,Mike Tice,1989.0,30.0,WAS,TE,86.0,16,5,1.0,2.0,2.0,0,2.0,0.1,0.1,,,0,,,,,1.0,2.0,2.0,0,0.0,0,,,,,,,,24470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5284,Mike Tice,1990.0,31.0,SEA,TE,87.0,5,2,,,,0,,,,,,0,,,,,,,,0,,0,,,,,,,,24470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5285,Mike Tice,1991.0,32.0,SEA,TE,87.0,16,15,10.0,70.0,7.0,4,16.0,0.6,4.4,,,0,,,,,10.0,7.0,70.0,4,0.0,1,,,,,,,,24470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5286,Mike Tice,1992.0,33.0,MIN,TE,87.0,12,9,5.0,65.0,13.0,1,34.0,0.4,5.4,,,0,,,,,5.0,13.0,65.0,1,0.0,1,6.0,,,83.3%,10.8,,,24470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5287,Mike Tice,1993.0,34.0,MIN,TE,87.0,16,12,6.0,39.0,6.5,1,21.0,0.4,2.4,,,0,,,,,6.0,6.5,39.0,1,1.0,0,8.0,,,75.0%,4.9,,,24470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5288,Mike Tice,1995.0,36.0,MIN,TE,83.0,3,1,3.0,22.0,7.3,0,9.0,1.0,7.3,,,0,,,,,3.0,7.3,22.0,0,0.0,0,3.0,1.0,100.0,100.0%,7.3,,,24470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5289,Andre Tillman,1975.0,23.0,MIA,TE,87.0,14,8,5,60,12.0,0,16,0.4,4.3,,,0,,,,,5,12.0,60,0,0,1,,,,,,,,24488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5290,Andre Tillman,1976.0,24.0,MIA,TE,87.0,14,14,13,130,10.0,1,16,0.9,9.3,,,0,,,,,13,10.0,130,1,0,2,,,,,,,,24488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5291,Andre Tillman,1977.0,25.0,MIA,TE,87.0,14,14,17,169,9.9,2,37,1.2,12.1,,,0,,,,,17,9.9,169,2,1,3,,,,,,,,24488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5292,Andre Tillman,1978.0,26.0,MIA,TE,87.0,16,16,31,398,12.8,3,33,1.9,24.9,,,0,,,,,31,12.8,398,3,0,5,,,,,,,,24488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5293,Noah Togiai,2020.0,23.0,IND,TE,86.0,4,0,0.0,0.0,,0,0.0,0.0,0.0,,,0,,,,,,,,0,,0,1.0,,0.0,0.0%,0.0,,,24564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5294,Noah Togiai,2021.0,24.0,PHI,TE,83.0,1,0,,,,0,,,,,,0,,,,,,,,0,0.0,0,,,,,,,,24564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5295,Noah Togiai,2022.0,25.0,PHI,TE,83.0,2,0,0.0,0.0,,0,0.0,0.0,0.0,,,0,,,,,,,,0,0.0,0,1.0,,0.0,0.0%,0.0,,,24564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5296,Noah Togiai,2023.0,26.0,PHI,TE,83.0,1,0,,,,0,,,,,,0,,,,,,,,0,0.0,0,,,,,,,,24564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5297,Levine Toilolo,2013.0,22.0,ATL,TE,80.0,16,3,11,55,5.0,2,12,0.7,3.4,,,0,,,,,11,5.0,55,2,0.0,0,15,4.0,53.3,73.3%,3.7,,,24567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5298,Levine Toilolo,2014.0,23.0,ATL,TE,80.0,16,16,31,238,7.7,2,20,1.9,14.9,,,0,,,,,31,7.7,238,2,1.0,2,54,15.0,40.7,57.4%,4.4,,,24567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5299,Levine Toilolo,2015.0,24.0,ATL,TE,80.0,16,15,7,44,6.3,0,11,0.4,2.8,,,0,,,,,7,6.3,44,0,0.0,0,12,3.0,50.0,58.3%,3.7,,,24567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300,Levine Toilolo,2016.0,25.0,ATL,TE,80.0,16,11,13,264,20.3,2,46,0.8,16.5,,,0,,,,,13,20.3,264,2,0.0,3,19,11.0,63.2,68.4%,13.9,,,24567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5301,Levine Toilolo,2017.0,26.0,ATL,TE,80.0,15,12,12,122,10.2,1,25,0.8,8.1,,,0,,,,,12,10.2,122,1,0.0,1,14,5.0,85.7,85.7%,8.7,,,24567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5302,Levine Toilolo,2018.0,27.0,DET,TE,87.0,16,10,21,263,12.5,1,39,1.3,16.4,,,0,,,,,21,12.5,263,1,0.0,2,24,15.0,75.0,87.5%,11.0,,,24567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5303,Levine Toilolo,2019.0,28.0,SFO,TE,83.0,13,0,2,10,5.0,0,8,0.2,0.8,,,0,,,,,2,5.0,10,0,0.0,0,2,,50.0,100.0%,5.0,,,24567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5304,Levine Toilolo,2020.0,29.0,NYG,TE,85.0,16,2,5,46,9.2,0,14,0.3,2.9,,,0,,,,,5,9.2,46,0,0.0,0,6,3.0,66.7,83.3%,7.7,,,24567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5305,Eric Tomlinson,2016.0,24.0,NYJ,TE,83.0,7,5,,,,0,,,,,,0,,,,,,,,0,,0,,,,,,,,24599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5306,Eric Tomlinson,2017.0,25.0,NYJ,TE,83.0,14,12,8.0,121.0,15.1,1,34.0,0.6,8.6,,,0,,,,,8.0,15.1,121.0,1,0.0,1,11.0,4.0,45.5,72.7%,11.0,,,24599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5307,Eric Tomlinson,2018.0,26.0,NYJ,TE,83.0,15,12,8.0,72.0,9.0,0,24.0,0.5,4.8,,,0,,,,,8.0,9.0,72.0,0,0.0,1,14.0,3.0,42.9,57.1%,5.1,,,24599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5308,Eric Tomlinson,2019.0,27.0,3TM,TE,,8,3,1.0,1.0,1.0,0,1.0,0.1,0.1,,,0,,,,,1.0,1.0,1.0,0,0.0,0,1.0,,0.0,100.0%,1.0,,,24599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5309,Eric Tomlinson,2020.0,28.0,2TM,TE,,7,2,0.0,0.0,,0,0.0,0.0,0.0,,,0,,,,,,,,0,,0,1.0,,0.0,0.0%,0.0,,,24599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5310,Eric Tomlinson,2021.0,29.0,BAL,TE,85.0,17,7,1.0,7.0,7.0,0,7.0,0.1,0.4,,,0,,,,,1.0,7.0,7.0,0,0.0,0,1.0,,100.0,100.0%,7.0,,,24599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5311,Eric Tomlinson,2022.0,30.0,DEN,TE,87.0,17,12,9.0,79.0,8.8,2,18.0,0.5,4.6,,,0,,,,,9.0,8.8,79.0,2,0.0,1,13.0,5.0,69.2,69.2%,6.1,,,24599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5312,Jake Tonges,2022.0,23.0,CHI,TE,46,4,0,0,0,,0,0,0.0,0.0,,,0,,,,,,,,0,0,0,1,,0.0,0.0%,0.0,,,24616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5313,Robert Tonyan,2018.0,24.0,GNB,TE,85.0,16,1,4,77,19.3,1,54,0.3,4.8,,,0,,,,,4,19.3,77,1,0.0,1,6,3,50.0,66.7%,12.8,,,24620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5314,Robert Tonyan,2019.0,25.0,GNB,TE,85.0,11,1,10,100,10.0,1,28,0.9,9.1,,,0,,,,,10,10.0,100,1,0.0,1,15,4,46.7,66.7%,6.7,,,24620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5315,Robert Tonyan,2020.0,26.0,GNB,TE,85.0,16,8,52,586,11.3,11,45,3.3,36.6,,,0,,,,,52,11.3,586,11,0.0,7,59,33,74.6,88.1%,9.9,,,24620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5316,Robert Tonyan,2021.0,27.0,GNB,TE,85.0,8,5,18,204,11.3,2,33,2.3,25.5,,,0,,,,,18,11.3,204,2,0.0,2,29,10,44.8,62.1%,7.0,,,24620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5317,Robert Tonyan,2022.0,28.0,GNB,TE,85.0,17,3,53,470,8.9,2,24,3.1,27.6,,,0,,,,,53,8.9,470,2,0.0,5,67,20,53.7,79.1%,7.0,,,24620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5318,Robert Tonyan,2023.0,29.0,CHI,TE,18.0,17,6,11,112,10.2,0,24,0.6,6.6,,,0,,,,,11,10.2,112,0,0.0,1,17,6,47.1,64.7%,6.6,,,24620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5319,Rod Trafford,2004.0,26.0,BUF,TE,81.0,4,0.0,3,25,8.3,0,10,0.8,6.3,,,0,,,,,3,8.3,25,0,0.0,0,4,2,50.0,75.0%,6.3,,,24681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5320,Adam Trautman,2020.0,23.0,NOR,TE,82.0,15,6,15,171,11.4,1,41,1.0,11.4,,,0,,,,,15,11.4,171,1,0.0,2,16,9,68.8,93.8%,10.7,,,24697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5321,Adam Trautman,2021.0,24.0,NOR,TE,82.0,13,10,27,263,9.7,2,32,2.1,20.2,,,0,,,,,27,9.7,263,2,1.0,2,43,13,46.5,62.8%,6.1,,,24697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5322,Adam Trautman,2022.0,25.0,NOR,TE,82.0,15,12,18,207,11.5,1,22,1.2,13.8,,,0,,,,,18,11.5,207,1,0.0,2,22,9,59.1,81.8%,9.4,,,24697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5323,Adam Trautman,2023.0,26.0,DEN,TE,82.0,17,12,22,204,9.3,3,24,1.3,12.0,,,0,,,,,22,9.3,204,3,0.0,2,35,10,51.4,62.9%,5.8,,,24697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5324,Austin Traylor,2017.0,24.0,DEN,TE,86.0,7,3,8,100,12.5,0,34,1.1,14.3,,,0,,,,,8,12.5,100,0,0.0,1,13,6,61.5,61.5%,7.7,,,24705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5325,Tommy Tremble,2021.0,21.0,CAR,TE,82.0,16,11,20,180,9.0,1,30,1.3,11.3,3.0,11.0,1,7.0,3.7,0.7,0.2,23,8.3,191,2,0,1,35,10,40.0,57.1%,5.1,1.0,66.7,24720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5326,Tommy Tremble,2022.0,22.0,CAR,TE,82.0,17,4,19,174,9.2,3,29,1.1,10.2,,,0,,,,,19,9.2,174,3,1,2,32,9,43.8,59.4%,5.4,,,24720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
